name;suspiciousness_value
com.fasterxml.jackson.core.json$JsonReadFeature#JsonReadFeature(java.lang.String,int,boolean,com.fasterxml.jackson.core.JsonParser$Feature):243;0.7839766199934791
com.fasterxml.jackson.core.json$JsonReadFeature#JsonReadFeature(java.lang.String,int,boolean,com.fasterxml.jackson.core.JsonParser$Feature):244;0.7839766199934791
com.fasterxml.jackson.core.json$JsonReadFeature#JsonReadFeature(java.lang.String,int,boolean,com.fasterxml.jackson.core.JsonParser$Feature):245;0.7839766199934791
com.fasterxml.jackson.core.json$JsonReadFeature#JsonReadFeature(java.lang.String,int,boolean,com.fasterxml.jackson.core.JsonParser$Feature):246;0.7839766199934791
com.fasterxml.jackson.core.json$JsonReadFeature#JsonReadFeature(java.lang.String,int,boolean,com.fasterxml.jackson.core.JsonParser$Feature):247;0.7839766199934791
com.fasterxml.jackson.core.json$JsonReadFeature#<clinit>():28;0.7839766199934791
com.fasterxml.jackson.core.json$JsonReadFeature#<clinit>():42;0.7839766199934791
com.fasterxml.jackson.core.json$JsonReadFeature#<clinit>():56;0.7839766199934791
com.fasterxml.jackson.core.json$JsonReadFeature#<clinit>():67;0.7839766199934791
com.fasterxml.jackson.core.json$JsonReadFeature#<clinit>():80;0.7839766199934791
com.fasterxml.jackson.core.json$JsonReadFeature#<clinit>():92;0.7839766199934791
com.fasterxml.jackson.core.json$JsonReadFeature#<clinit>():107;0.7839766199934791
com.fasterxml.jackson.core.json$JsonReadFeature#<clinit>():121;0.7839766199934791
com.fasterxml.jackson.core.json$JsonReadFeature#<clinit>():136;0.7839766199934791
com.fasterxml.jackson.core.json$JsonReadFeature#<clinit>():150;0.7839766199934791
com.fasterxml.jackson.core.json$JsonReadFeature#<clinit>():171;0.7839766199934791
com.fasterxml.jackson.core.json$JsonReadFeature#<clinit>():190;0.7839766199934791
com.fasterxml.jackson.core.json$JsonReadFeature#<clinit>():212;0.7839766199934791
com.fasterxml.jackson.core.json$JsonReadFeature#<clinit>():11;0.7839766199934791
com.fasterxml.jackson.core$JsonParser$Feature#JsonParser$Feature(java.lang.String,int,boolean):377;0.503925049329269
com.fasterxml.jackson.core$JsonParser$Feature#JsonParser$Feature(java.lang.String,int,boolean):378;0.503925049329269
com.fasterxml.jackson.core$JsonParser$Feature#JsonParser$Feature(java.lang.String,int,boolean):379;0.503925049329269
com.fasterxml.jackson.core$JsonParser$Feature#JsonParser$Feature(java.lang.String,int,boolean):380;0.503925049329269
com.fasterxml.jackson.core$JsonParser$Feature#<clinit>():72;0.503925049329269
com.fasterxml.jackson.core$JsonParser$Feature#<clinit>():91;0.503925049329269
com.fasterxml.jackson.core$JsonParser$Feature#<clinit>():108;0.503925049329269
com.fasterxml.jackson.core$JsonParser$Feature#<clinit>():122;0.503925049329269
com.fasterxml.jackson.core$JsonParser$Feature#<clinit>():138;0.503925049329269
com.fasterxml.jackson.core$JsonParser$Feature#<clinit>():153;0.503925049329269
com.fasterxml.jackson.core$JsonParser$Feature#<clinit>():167;0.503925049329269
com.fasterxml.jackson.core$JsonParser$Feature#<clinit>():182;0.503925049329269
com.fasterxml.jackson.core$JsonParser$Feature#<clinit>():188;0.503925049329269
com.fasterxml.jackson.core$JsonParser$Feature#<clinit>():194;0.503925049329269
com.fasterxml.jackson.core$JsonParser$Feature#<clinit>():200;0.503925049329269
com.fasterxml.jackson.core$JsonParser$Feature#<clinit>():223;0.503925049329269
com.fasterxml.jackson.core$JsonParser$Feature#<clinit>():244;0.503925049329269
com.fasterxml.jackson.core$JsonParser$Feature#<clinit>():270;0.503925049329269
com.fasterxml.jackson.core$JsonParser$Feature#<clinit>():291;0.503925049329269
com.fasterxml.jackson.core$JsonParser$Feature#<clinit>():315;0.503925049329269
com.fasterxml.jackson.core$JsonParser$Feature#<clinit>():338;0.503925049329269
com.fasterxml.jackson.core$JsonParser$Feature#<clinit>():349;0.503925049329269
com.fasterxml.jackson.core$JsonParser$Feature#<clinit>():57;0.503925049329269
com.fasterxml.jackson.core.filter$FilteringParserDelegate#_nextTokenWithBuffering(com.fasterxml.jackson.core.filter.TokenFilterContext):675;0.09589266029707683
com.fasterxml.jackson.core.filter$FilteringParserDelegate#_nextToken2():489;0.07427813527082075
com.fasterxml.jackson.core.filter$FilteringParserDelegate#_nextToken2():490;0.07427813527082075
com.fasterxml.jackson.core.filter$FilteringParserDelegate#nextToken():347;0.06780635036208105
com.fasterxml.jackson.core.filter$FilteringParserDelegate#nextToken():350;0.06780635036208105
com.fasterxml.jackson.core.filter$FilteringParserDelegate#nextToken():351;0.06780635036208105
com.fasterxml.jackson.core.filter$FilteringParserDelegate#nextToken():352;0.06780635036208105
com.fasterxml.jackson.core.json.async$NonBlockingUtf8JsonParserBase#_finishNonStdToken(int,int):1214;0.058722021951470346
com.fasterxml.jackson.core.json.async$NonBlockingUtf8JsonParserBase#_finishNonStdToken(int,int):1219;0.058722021951470346
com.fasterxml.jackson.core.json.async$NonBlockingUtf8JsonParserBase#_finishNonStdToken(int,int):1220;0.058722021951470346
com.fasterxml.jackson.core.json.async$NonBlockingUtf8JsonParserBase#_finishNonStdToken(int,int):1221;0.058722021951470346
com.fasterxml.jackson.core.json.async$NonBlockingUtf8JsonParserBase#_finishFloatFraction():1837;0.058722021951470346
com.fasterxml.jackson.core.json$WriterBasedJsonGenerator#writeNumber(double):815;0.058722021951470346
com.fasterxml.jackson.core.json$WriterBasedJsonGenerator#writeNumber(double):816;0.058722021951470346
com.fasterxml.jackson.core.filter$FilteringParserDelegate#nextToken():476;0.048977551997830084
com.fasterxml.jackson.core.filter$FilteringParserDelegate#_nextToken2():487;0.048977551997830084
com.fasterxml.jackson.core.filter$FilteringParserDelegate#_nextToken2():488;0.048977551997830084
com.fasterxml.jackson.core.json$JsonReadContext#createChildArrayContext(int,int):129;0.046468308928926096
com.fasterxml.jackson.core.json$JsonReadContext#createChildArrayContext(int,int):130;0.046468308928926096
com.fasterxml.jackson.core.json$JsonReadContext#createChildArrayContext(int,int):127;0.04588561115882687
com.fasterxml.jackson.core.json$JsonReadContext#createChildArrayContext(int,int):128;0.04588561115882687
com.fasterxml.jackson.core.json$JsonReadContext#createChildArrayContext(int,int):134;0.04588561115882687
com.fasterxml.jackson.core.json$JsonReadContext#expectComma():213;0.04581706395461641
com.fasterxml.jackson.core.json$JsonReadContext#expectComma():214;0.04581706395461641
com.fasterxml.jackson.core$JsonToken#JsonToken(java.lang.String,int,java.lang.String,int):142;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#JsonToken(java.lang.String,int,java.lang.String,int):143;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#JsonToken(java.lang.String,int,java.lang.String,int):144;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#JsonToken(java.lang.String,int,java.lang.String,int):145;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#JsonToken(java.lang.String,int,java.lang.String,int):146;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#JsonToken(java.lang.String,int,java.lang.String,int):148;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#JsonToken(java.lang.String,int,java.lang.String,int):149;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#JsonToken(java.lang.String,int,java.lang.String,int):151;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#JsonToken(java.lang.String,int,java.lang.String,int):152;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#JsonToken(java.lang.String,int,java.lang.String,int):153;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#JsonToken(java.lang.String,int,java.lang.String,int):154;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#JsonToken(java.lang.String,int,java.lang.String,int):157;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#JsonToken(java.lang.String,int,java.lang.String,int):159;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#JsonToken(java.lang.String,int,java.lang.String,int):160;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#JsonToken(java.lang.String,int,java.lang.String,int):162;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#JsonToken(java.lang.String,int,java.lang.String,int):163;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#JsonToken(java.lang.String,int,java.lang.String,int):165;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#JsonToken(java.lang.String,int,java.lang.String,int):168;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#<clinit>():31;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#<clinit>():37;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#<clinit>():43;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#<clinit>():49;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#<clinit>():55;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#<clinit>():61;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#<clinit>():73;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#<clinit>():80;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#<clinit>():90;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#<clinit>():99;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#<clinit>():105;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#<clinit>():111;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#<clinit>():117;0.04524835680003693
com.fasterxml.jackson.core$JsonToken#<clinit>():12;0.04524835680003693
com.fasterxml.jackson.core.io$CharTypes#getInputCodeLatin1():198;0.045063442430984604
com.fasterxml.jackson.core.io$IOContext#constructTextBuffer():175;0.045063442430984604
com.fasterxml.jackson.core$JsonParser#JsonParser(int):420;0.045063442430984604
com.fasterxml.jackson.core.base$ParserMinimalBase#ParserMinimalBase(int):160;0.045063442430984604
com.fasterxml.jackson.core.base$ParserBase#ParserBase(com.fasterxml.jackson.core.io.IOContext,int):251;0.045063442430984604
com.fasterxml.jackson.core.base$ParserBase#ParserBase(com.fasterxml.jackson.core.io.IOContext,int):84;0.045063442430984604
com.fasterxml.jackson.core.base$ParserBase#ParserBase(com.fasterxml.jackson.core.io.IOContext,int):113;0.045063442430984604
com.fasterxml.jackson.core.base$ParserBase#ParserBase(com.fasterxml.jackson.core.io.IOContext,int):188;0.045063442430984604
com.fasterxml.jackson.core.base$ParserBase#ParserBase(com.fasterxml.jackson.core.io.IOContext,int):252;0.045063442430984604
com.fasterxml.jackson.core.base$ParserBase#ParserBase(com.fasterxml.jackson.core.io.IOContext,int):253;0.045063442430984604
com.fasterxml.jackson.core.base$ParserBase#ParserBase(com.fasterxml.jackson.core.io.IOContext,int):254;0.045063442430984604
com.fasterxml.jackson.core.base$ParserBase#ParserBase(com.fasterxml.jackson.core.io.IOContext,int):255;0.045063442430984604
com.fasterxml.jackson.core.base$ParserBase#ParserBase(com.fasterxml.jackson.core.io.IOContext,int):256;0.045063442430984604
com.fasterxml.jackson.core.base$ParserBase#ParserBase(com.fasterxml.jackson.core.io.IOContext,int):257;0.045063442430984604
com.fasterxml.jackson.core.base$ParserBase#<clinit>():28;0.045063442430984604
com.fasterxml.jackson.core$JsonParser$Feature#enabledIn(int):384;0.04502673086282905
com.fasterxml.jackson.core$JsonParser#<clinit>():52;0.04502673086282905
com.fasterxml.jackson.core$JsonParser#<clinit>():51;0.04502673086282905
com.fasterxml.jackson.core$StreamReadCapability#StreamReadCapability(java.lang.String,int,boolean):97;0.04502673086282905
com.fasterxml.jackson.core$StreamReadCapability#StreamReadCapability(java.lang.String,int,boolean):98;0.04502673086282905
com.fasterxml.jackson.core$StreamReadCapability#StreamReadCapability(java.lang.String,int,boolean):99;0.04502673086282905
com.fasterxml.jackson.core$StreamReadCapability#StreamReadCapability(java.lang.String,int,boolean):100;0.04502673086282905
com.fasterxml.jackson.core$StreamReadCapability#<clinit>():30;0.04502673086282905
com.fasterxml.jackson.core$StreamReadCapability#<clinit>():40;0.04502673086282905
com.fasterxml.jackson.core$StreamReadCapability#<clinit>():50;0.04502673086282905
com.fasterxml.jackson.core$StreamReadCapability#<clinit>():87;0.04502673086282905
com.fasterxml.jackson.core$StreamReadCapability#<clinit>():15;0.04502673086282905
com.fasterxml.jackson.core$StreamReadCapability#enabledByDefault():103;0.04502673086282905
com.fasterxml.jackson.core.base$ParserMinimalBase#<clinit>():62;0.04502673086282905
com.fasterxml.jackson.core.base$ParserMinimalBase#<clinit>():67;0.04502673086282905
com.fasterxml.jackson.core.base$ParserMinimalBase#<clinit>():97;0.04502673086282905
com.fasterxml.jackson.core.base$ParserMinimalBase#<clinit>():98;0.04502673086282905
com.fasterxml.jackson.core.base$ParserMinimalBase#<clinit>():100;0.04502673086282905
com.fasterxml.jackson.core.base$ParserMinimalBase#<clinit>():101;0.04502673086282905
com.fasterxml.jackson.core.base$ParserMinimalBase#<clinit>():103;0.04502673086282905
com.fasterxml.jackson.core.base$ParserMinimalBase#<clinit>():104;0.04502673086282905
com.fasterxml.jackson.core.base$ParserMinimalBase#<clinit>():106;0.04502673086282905
com.fasterxml.jackson.core.base$ParserMinimalBase#<clinit>():107;0.04502673086282905
com.fasterxml.jackson.core.json$JsonReadContext#createRootContext(com.fasterxml.jackson.core.json.DupDetector):123;0.04502673086282905
com.fasterxml.jackson.core.json$JsonReadContext#JsonReadContext(com.fasterxml.jackson.core.json.JsonReadContext,com.fasterxml.jackson.core.json.DupDetector,int,int,int):57;0.04495357609337242
com.fasterxml.jackson.core.json$JsonReadContext#JsonReadContext(com.fasterxml.jackson.core.json.JsonReadContext,com.fasterxml.jackson.core.json.DupDetector,int,int,int):58;0.04495357609337242
com.fasterxml.jackson.core.json$JsonReadContext#JsonReadContext(com.fasterxml.jackson.core.json.JsonReadContext,com.fasterxml.jackson.core.json.DupDetector,int,int,int):59;0.04495357609337242
com.fasterxml.jackson.core.json$JsonReadContext#JsonReadContext(com.fasterxml.jackson.core.json.JsonReadContext,com.fasterxml.jackson.core.json.DupDetector,int,int,int):60;0.04495357609337242
com.fasterxml.jackson.core.json$JsonReadContext#JsonReadContext(com.fasterxml.jackson.core.json.JsonReadContext,com.fasterxml.jackson.core.json.DupDetector,int,int,int):61;0.04495357609337242
com.fasterxml.jackson.core.json$JsonReadContext#JsonReadContext(com.fasterxml.jackson.core.json.JsonReadContext,com.fasterxml.jackson.core.json.DupDetector,int,int,int):62;0.04495357609337242
com.fasterxml.jackson.core.json$JsonReadContext#JsonReadContext(com.fasterxml.jackson.core.json.JsonReadContext,com.fasterxml.jackson.core.json.DupDetector,int,int,int):63;0.04495357609337242
com.fasterxml.jackson.core.json$JsonReadContext#JsonReadContext(com.fasterxml.jackson.core.json.JsonReadContext,com.fasterxml.jackson.core.json.DupDetector,int,int,int):64;0.04495357609337242
com.fasterxml.jackson.core.util$BufferRecycler#allocCharBuffer(int,int):157;0.0446455265581935
com.fasterxml.jackson.core.util$BufferRecycler#allocCharBuffer(int,int):155;0.044613303149767164
com.fasterxml.jackson.core.util$BufferRecycler#allocCharBuffer(int,int):156;0.044613303149767164
com.fasterxml.jackson.core.util$BufferRecycler#allocCharBuffer(int,int):159;0.044613303149767164
com.fasterxml.jackson.core.util$BufferRecycler#allocCharBuffer(int,int):160;0.044613303149767164
com.fasterxml.jackson.core.util$BufferRecycler#allocCharBuffer(int,int):161;0.044613303149767164
com.fasterxml.jackson.core.util$BufferRecycler#allocCharBuffer(int,int):163;0.044613303149767164
com.fasterxml.jackson.core.util$BufferRecycler#charBufferLength(int):181;0.044613303149767164
com.fasterxml.jackson.core.util$BufferRecycler#calloc(int):191;0.044613303149767164
com.fasterxml.jackson.core.util$TextBuffer#TextBuffer(com.fasterxml.jackson.core.util.BufferRecycler):123;0.04445128573509444
com.fasterxml.jackson.core.util$TextBuffer#TextBuffer(com.fasterxml.jackson.core.util.BufferRecycler):124;0.04445128573509444
com.fasterxml.jackson.core.util$TextBuffer#TextBuffer(com.fasterxml.jackson.core.util.BufferRecycler):125;0.04445128573509444
com.fasterxml.jackson.core.util$TextBuffer#<clinit>():29;0.04438089568976839
